time,光伏功率(kW),光伏可用功率(kW),弃光功率(kW),正向有功总电能
2026-02-26 07:22:00,31.519,31.519,0.0,22.0331
2026-02-26 07:23:00,31.886,31.886,0.0,22.5646
2026-02-26 07:24:00,32.253,32.253,0.0,23.1021
2026-02-26 07:25:00,32.619,32.619,0.0,23.6458
2026-02-26 07:26:00,32.985,32.985,0.0,24.1955
2026-02-26 07:27:00,33.35,33.35,0.0,24.7514
2026-02-26 07:28:00,33.715,33.715,0.0,25.3133
2026-02-26 07:29:00,34.078,34.078,0.0,25.8812
2026-02-26 07:30:00,34.442,34.442,0.0,26.4553
2026-02-26 07:31:00,34.804,34.804,0.0,27.0353
2026-02-26 07:32:00,35.166,35.166,0.0,27.6214
2026-02-26 07:33:00,35.527,35.527,0.0,28.2135
2026-02-26 07:34:00,35.887,35.887,0.0,28.8117
2026-02-26 07:35:00,36.247,36.247,0.0,29.4158
2026-02-26 07:36:00,36.606,36.606,0.0,30.0259
2026-02-26 07:37:00,36.965,36.965,0.0,30.642
2026-02-26 07:38:00,37.322,37.322,0.0,31.264
2026-02-26 07:39:00,37.679,37.679,0.0,31.892
2026-02-26 07:40:00,38.036,38.036,0.0,32.5259
2026-02-26 07:41:00,38.391,38.391,0.0,33.1658
2026-02-26 07:42:00,38.746,38.746,0.0,33.8115
2026-02-26 07:43:00,39.1,39.1,0.0,34.4632
2026-02-26 07:44:00,39.453,39.453,0.0,35.1208
2026-02-26 07:45:00,39.806,39.806,0.0,35.7842
2026-02-26 07:46:00,40.158,40.158,0.0,36.4535
2026-02-26 07:47:00,40.509,40.509,0.0,37.1286
2026-02-26 07:48:00,40.859,40.859,0.0,37.8096
2026-02-26 07:49:00,41.209,41.209,0.0,38.4964
2026-02-26 07:50:00,41.557,41.557,0.0,39.1891
2026-02-26 07:51:00,41.905,41.905,0.0,39.8875
2026-02-26 07:52:00,42.252,42.252,0.0,40.5917
2026-02-26 07:53:00,42.599,42.599,0.0,41.3017
2026-02-26 07:54:00,42.944,42.944,0.0,42.0174
2026-02-26 07:55:00,43.289,43.289,0.0,42.7389
