time,光伏功率(kW),光伏可用功率(kW),弃光功率(kW),正向有功总电能
2026-02-26 07:22:00,24.515,24.515,0.0,17.1369
2026-02-26 07:23:00,24.8,24.8,0.0,17.5502
2026-02-26 07:24:00,25.086,25.086,0.0,17.9683
2026-02-26 07:25:00,25.371,25.371,0.0,18.3911
2026-02-26 07:26:00,25.655,25.655,0.0,18.8187
2026-02-26 07:27:00,25.939,25.939,0.0,19.2511
2026-02-26 07:28:00,26.222,26.222,0.0,19.6881
2026-02-26 07:29:00,26.505,26.505,0.0,20.1298
2026-02-26 07:30:00,26.788,26.788,0.0,20.5763
2026-02-26 07:31:00,27.07,27.07,0.0,21.0275
2026-02-26 07:32:00,27.351,27.351,0.0,21.4833
2026-02-26 07:33:00,27.632,27.632,0.0,21.9439
2026-02-26 07:34:00,27.912,27.912,0.0,22.4091
2026-02-26 07:35:00,28.192,28.192,0.0,22.8789
2026-02-26 07:36:00,28.472,28.472,0.0,23.3535
2026-02-26 07:37:00,28.75,28.75,0.0,23.8326
2026-02-26 07:38:00,29.029,29.029,0.0,24.3164
2026-02-26 07:39:00,29.306,29.306,0.0,24.8049
2026-02-26 07:40:00,29.583,29.583,0.0,25.2979
2026-02-26 07:41:00,29.86,29.86,0.0,25.7956
2026-02-26 07:42:00,30.136,30.136,0.0,26.2979
2026-02-26 07:43:00,30.411,30.411,0.0,26.8047
2026-02-26 07:44:00,30.686,30.686,0.0,27.3162
2026-02-26 07:45:00,30.96,30.96,0.0,27.8322
2026-02-26 07:46:00,31.234,31.234,0.0,28.3527
2026-02-26 07:47:00,31.507,31.507,0.0,28.8778
2026-02-26 07:48:00,31.779,31.779,0.0,29.4075
2026-02-26 07:49:00,32.051,32.051,0.0,29.9417
2026-02-26 07:50:00,32.322,32.322,0.0,30.4804
2026-02-26 07:51:00,32.593,32.593,0.0,31.0236
2026-02-26 07:52:00,32.863,32.863,0.0,31.5713
2026-02-26 07:53:00,33.132,33.132,0.0,32.1235
2026-02-26 07:54:00,33.401,33.401,0.0,32.6802
2026-02-26 07:55:00,33.669,33.669,0.0,33.2414
